letter,name,url
B,Binge eating,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/binge-eating-disorder/
B,Bipolar disorder,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/bipolar-disorder/
B,Bladder cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/bladder-cancer/
B,Blood poisoning (sepsis),https://www.nhsinform.scot/illnesses-and-conditions/blood-and-lymph/sepsis/
B,Bone cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/bone-cancer/
B,Bone cancer: Teenagers and young adults,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/bone-cancer-teenagers-and-young-adults/
B,Bowel cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/bowel-cancer/
B,Bowel incontinence,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/bowel-incontinence/
B,Bowel polyps,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/bowel-polyps/
B,Brain stem death,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/brain-stem-death/
B,Brain tumours,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/brain-tumours/
B,Brain tumours: Children,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/brain-tumours-children/
B,Brain tumours: Teenagers and young adults,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/brain-tumours-teenagers-and-young-adults/
B,Breast cancer (female),https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/breast-cancer-female/
B,Breast cancer (male),https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/breast-cancer-male/
B,Bronchiectasis,https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/bronchiectasis/
B,Bronchitis,https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/bronchitis/
B,Bulimia,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/bulimia/
B,Bunion,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions/bunion-hallux-valgus/
C,Carcinoid syndrome and carcinoid tumours,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/carcinoid-syndrome-and-carcinoid-tumours/
C,Cardiovascular disease,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/
C,Carpal tunnel syndrome,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/arm-shoulder-and-hand-problems-and-conditions/carpal-tunnel-syndrome/
C,Catarrh,https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/catarrh/
C,Cellulitis,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/cellulitis/
C,Cerebral palsy,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/cerebral-palsy/
C,Cervical cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/cervical-cancer/
C,Cervical spondylosis,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/neck-and-back-problems-and-conditions/cervical-spondylosis/
C,Chest and rib injury,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/chest-and-rib-problems-and-conditions/chest-and-rib-injury/
C,Chest infection,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/chest-infection/
C,Chickenpox,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/chickenpox/
C,Chilblains,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/chilblains/
C,Chlamydia,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/chlamydia/
C,Chronic fatigue syndrome,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/myalgic-encephalomyelitis-me-or-chronic-fatigue-syndrome-cfs/
C,Chronic kidney disease,https://www.nhsinform.scot/illnesses-and-conditions/kidneys-bladder-and-prostate/chronic-kidney-disease/
C,Chronic lymphocytic leukaemia,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/chronic-lymphocytic-leukaemia/
C,Chronic myeloid leukaemia,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/chronic-myeloid-leukaemia/
C,Chronic obstructive pulmonary disease (COPD),https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/copd/chronic-obstructive-pulmonary-disease/
C,Chronic pain,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/chronic-pain
C,Chronic pancreatitis,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/chronic-pancreatitis/
C,Cirrhosis,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/cirrhosis/
C,Clostridium difficile,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/clostridium-difficile/
C,Coeliac disease,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/coeliac-disease/coeliac-disease/
C,Cold sore,https://www.nhsinform.scot/illnesses-and-conditions/mouth/cold-sore/
C,Coma,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/coma/
C,Common cold,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/
C,Concussion,https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/concussion/
C,Congenital heart disease,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/
C,Conjunctivitis,https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/
C,Constipation,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/
C,Coronary heart disease,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/coronary-heart-disease/
C,Coronavirus (COVID-19),https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/coronavirus-covid-19/coronavirus-covid-19/
C,Coronavirus (COVID-19): Longer-term effects (long COVID),https://www.nhsinform.scot/long-term-effects-of-covid-19-long-covid/
C,Costochondritis,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/chest-and-rib-problems-and-conditions/costochondritis/
C,Cough,https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/cough/
C,Crohn’s disease,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/inflammatory-bowel-disease-ibd/crohns-disease/
C,Croup,https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/croup/
C,Cystic fibrosis,https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/cystic-fibrosis/
C,Cystitis,https://www.nhsinform.scot/illnesses-and-conditions/kidneys-bladder-and-prostate/cystitis/
D,Deafblindness,https://www.nhsinform.scot/illnesses-and-conditions/eyes/deafblindness/
D,Deep vein thrombosis,https://www.nhsinform.scot/illnesses-and-conditions/blood-and-lymph/deep-vein-thrombosis/
D,Degenerative cervical myelopathy,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/neck-and-back-problems-and-conditions/degenerative-cervical-myelopathy/
D,Dehydration,https://www.nhsinform.scot/illnesses-and-conditions/nutritional/dehydration/
D,Delirium,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/delirium/
D,Dementia,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/dementia
D,Dental abscess,https://www.nhsinform.scot/illnesses-and-conditions/mouth/dental-abscess/
D,Depression,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/depression/
D,Dermatitis herpetiformis,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/dermatitis-herpetiformis/
D,Diabetes,https://www.nhsinform.scot/illnesses-and-conditions/diabetes/diabetes/
D,Diabetic retinopathy,https://www.nhsinform.scot/illnesses-and-conditions/diabetes/diabetic-retinopathy/
D,Diarrhoea,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/diarrhoea/
D,Discoid eczema,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/discoid-eczema/
D,Diverticular disease and diverticulitis,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/diverticular-disease-and-diverticulitis/
D,Dizziness (Lightheadedness),https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/dizziness-lightheadedness/
D,Down’s syndrome,https://www.nhsinform.scot/illnesses-and-conditions/downs-syndrome/
D,Dry mouth,https://www.nhsinform.scot/illnesses-and-conditions/mouth/dry-mouth/
D,Dysphagia (swallowing problems),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/dysphagia-swallowing-problems/
D,Dystonia,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/dystonia/
E,Earache,https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/earache/
E,Earwax build-up,https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/earwax-build-up/
E,Ebola virus disease,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/ebola-virus-disease/
E,Ectopic pregnancy,https://www.nhsinform.scot/illnesses-and-conditions/pregnancy-and-childbirth/ectopic-pregnancy/
E,Edwards’ syndrome,https://www.nhsinform.scot/illnesses-and-conditions/chromosomal-conditions/edwards-syndrome/
E,Endometriosis,https://www.nhsinform.scot/healthy-living/womens-health/girls-and-young-women-puberty-to-around-25/periods-and-menstrual-health/endometriosis/
E,Epilepsy,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/epilepsy/
E,Erectile dysfunction (impotence),https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/erectile-dysfunction-impotence/
E,Escherichia coli (E. coli) O157,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/escherichia-coli-e-coli-o157/
E,Ewing sarcoma,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/ewing-sarcoma/
E,Ewing sarcoma: Children,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/ewing-sarcoma-children/
E,Eye cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/eye-cancer/
E,Eating disorders,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/eating-disorders/
F,Farting,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/farting/
F,Febrile seizures,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/febrile-seizures/
F,Feeling of something in your throat (Globus),https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/feeling-of-something-in-your-throat-globus/
F,Fever in adults,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/fever-in-adults/
F,Fever in children,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/fever-in-children/
F,Fibroids,https://www.nhsinform.scot/healthy-living/womens-health/girls-and-young-women-puberty-to-around-25/periods-and-menstrual-health/fibroids/
F,Fibromyalgia,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/chronic-pain/fibromyalgia/
F,Flu,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/flu/
F,Foetal alcohol syndrome,https://www.nhsinform.scot/ready-steady-baby/pregnancy/looking-after-yourself-and-your-baby/alcohol-and-pregnancy/
F,Food allergy,https://www.nhsinform.scot/illnesses-and-conditions/nutritional/food-allergy/
F,Food poisoning,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/food-poisoning/
F,Fragility fracture of the hip,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/leg-and-foot-problems-and-conditions/fragility-fracture-of-the-hip/
F,Frozen shoulder,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/arm-shoulder-and-hand-problems-and-conditions/frozen-shoulder/
F,Functional neurological disorder (FND),https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/functional-neurological-disorder/
F,Fungal nail infection,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/fungal-nail-infection/
G,Gallbladder cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/gallbladder-cancer/
G,Gallstones,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gallstones/
G,Ganglion cyst,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/arm-shoulder-and-hand-problems-and-conditions/ganglion-cyst/
G,Gastroenteritis,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastroenteritis/
G,Gastro-oesophageal reflux disease (GORD),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/gastro-oesophageal-reflux-disease-gord/
G,Genital herpes,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/
G,Genital symptoms,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/managing-genital-symptoms/
G,Genital warts,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-warts/
G,Germ cell tumours,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/germ-cell-tumours/
G,Glandular fever,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/
G,Golfers elbow,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/arm-shoulder-and-hand-problems-and-conditions/golfers-elbow/
G,Gonorrhoea,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/gonorrhoea/
G,Gout,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/leg-and-foot-problems-and-conditions/gout/
G,Greater trochanteric pain syndrome,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/leg-and-foot-problems-and-conditions/greater-trochanteric-pain-syndrome/
G,Gum disease,https://www.nhsinform.scot/illnesses-and-conditions/mouth/gum-disease/
H,Haemorrhoids (piles),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/haemorrhoids-piles/
H,"Hand, foot and mouth disease",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/hand-foot-and-mouth-disease/
H,Hay fever,https://www.nhsinform.scot/illnesses-and-conditions/immune-system/hay-fever/
H,Head and neck cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/head-and-neck-cancer/
H,Head lice and nits,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/head-lice-and-nits/
H,Headaches,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/headaches/
H,Hearing loss,https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/hearing-loss/
H,Heart attack,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/heart-attack/
H,Heart block,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/heart-block/
H,Heart failure,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/heart-failure/
H,Heart palpitations,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/heart-palpitations/
H,Hepatitis A,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/hepatitis-a/
H,Hepatitis B,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/hepatitis-b/
H,Hepatitis C,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/hepatitis-c/
H,Hiatus hernia,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/hiatus-hernia/
H,High blood pressure (hypertension),https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/risk-factors-for-cardiovascular-disease/high-blood-pressure-hypertension/
H,High cholesterol,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/risk-factors-for-cardiovascular-disease/high-cholesterol/
H,HIV,https://www.nhsinform.scot/illnesses-and-conditions/immune-system/hiv/
H,Hives,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/hives/
H,Hodgkin lymphoma,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/hodgkin-lymphoma/
H,Hodgkin lymphoma: Children,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/hodgkin-lymphoma-children/
H,Hodgkin lymphoma: Teenagers and young adults,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/hodgkin-lymphoma-teenagers-and-young-adults/
H,Huntington’s disease,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/huntingtons-disease/
H,Hydrocephalus,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/hydrocephalus/
H,Hyperglycaemia (high blood sugar),https://www.nhsinform.scot/illnesses-and-conditions/blood-and-lymph/hyperglycaemia-high-blood-sugar/
H,Hyperhidrosis,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/hyperhidrosis/
H,Hypoglycaemia (low blood sugar),https://www.nhsinform.scot/illnesses-and-conditions/blood-and-lymph/hypoglycaemia-low-blood-sugar/
I,Idiopathic pulmonary fibrosis,https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/idiopathic-pulmonary-fibrosis/
I,If your child has cold or flu symptoms,https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/if-your-child-has-cold-or-flu-symptoms/
I,Impetigo,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/impetigo/
I,Indigestion,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/indigestion/
I,Ingrown toenail,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/ingrown-toenail/
I,Infertility,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/infertility/
I,Inflammatory bowel disease (IBD),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/inflammatory-bowel-disease-ibd
I,Inherited heart conditions,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/inherited-heart-conditions/
I,Insomnia,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/insomnia/
I,Iron deficiency anaemia,https://www.nhsinform.scot/illnesses-and-conditions/nutritional/iron-deficiency-anaemia/
I,Irritable bowel syndrome (IBS),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/irritable-bowel-syndrome-ibs/
I,Itching,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/itchy-skin/
I,Itchy bottom,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/itchy-bottom/
I,Itchy skin,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/itchy-skin/
J,Joint hypermobility,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions-that-can-affect-multiple-parts-of-the-body/joint-hypermobility/
K,Kaposi’s sarcoma,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/kaposis-sarcoma/
K,Kidney cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/kidney-cancer/
K,Kidney infection,https://www.nhsinform.scot/illnesses-and-conditions/kidneys-bladder-and-prostate/kidney-infection/
K,Kidney stones,https://www.nhsinform.scot/illnesses-and-conditions/kidneys-bladder-and-prostate/kidney-stones/
L,Labyrinthitis,https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/labyrinthitis/
L,Lactose intolerance,https://www.nhsinform.scot/illnesses-and-conditions/nutritional/lactose-intolerance/
L,Laryngeal (larynx) cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/laryngeal-larynx-cancer/
L,Laryngitis,https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/laryngitis/
L,Leg cramps,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/leg-and-foot-problems-and-conditions/leg-cramps/
L,Lichen planus,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/lichen-planus/
L,Lipoedema,https://www.nhsinform.scot/healthy-living/womens-health/middle-years-around-25-to-50-years/long-term-conditions/lipoedema/
L,Liver cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/liver-cancer/
L,Liver disease,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/liver-disease/
L,Liver tumours,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/liver-tumours/
L,Long-term effects of COVID-19,https://www.nhsinform.scot/long-term-effects-of-covid-19-long-covid/
L,Loss of libido,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/loss-of-libido/
L,Low blood pressure (hypotension),https://www.nhsinform.scot/illnesses-and-conditions/heart-and-blood-vessels/conditions/low-blood-pressure-hypotension/
L,Lumbar stenosis,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/neck-and-back-problems-and-conditions/lumbar-stenosis/
L,Lung cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/lung-cancer/
L,Lupus,https://www.nhsinform.scot/illnesses-and-conditions/immune-system/lupus/
L,Lyme disease,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/lyme-disease/
L,Lymphoedema,https://www.nhsinform.scot/illnesses-and-conditions/blood-and-lymph/lymphoedema/
L,Lymphogranuloma venereum (LGV),https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/lymphogranuloma-venereum-lgv/
M,Malaria,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/malaria/
M,Malignant brain tumour (cancerous),https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/malignant-brain-tumour-cancerous/
M,Malnutrition,https://www.nhsinform.scot/illnesses-and-conditions/nutritional/malnutrition/
M,Managing genital symptoms,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/managing-genital-symptoms/
M,Measles,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/measles/
M,Meningitis,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/meningitis/
